,Manufacturer,NHTSACampaignNumber,parkIt,parkOutSide,ReportReceivedDate,Component,Summary,Consequence,Remedy,Notes,ModelYear,Make,Model,NHTSAActionNumber,VehicleDescription,VehicleId
284,"Nissan North America, Inc.",22V457000,False,False,24/06/2022,POWER TRAIN:AUTOMATIC TRANSMISSION,"Nissan North America, Inc. (Nissan) is recalling certain 2020-2022 Frontier and Titan vehicles.  The transmission parking pawl may not engage when the vehicle is shifted into park, which can result in a vehicle rollaway.",A vehicle rollaway increases the risk of a crash.,"Owners are advised to apply the parking brake every time they park their vehicle.  Dealers will replace the transmission parking pawl pin, free of charge.  Owner notification letters were mailed November 2022.  Owners may contact Nissan's customer service at 1-800-867-7669.  Nissan's number for this recall is R22A2 R22A3.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Nissan,FRONTIER,,2022 Nissan Frontier Crew Cab PU/CC 4WD,16823
285,"Nissan North America, Inc.",22V457000,False,False,24/06/2022,POWER TRAIN:AUTOMATIC TRANSMISSION,"Nissan North America, Inc. (Nissan) is recalling certain 2020-2022 Frontier and Titan vehicles.  The transmission parking pawl may not engage when the vehicle is shifted into park, which can result in a vehicle rollaway.",A vehicle rollaway increases the risk of a crash.,"Owners are advised to apply the parking brake every time they park their vehicle.  Dealers will replace the transmission parking pawl pin, free of charge.  Owner notification letters were mailed November 2022.  Owners may contact Nissan's customer service at 1-800-867-7669.  Nissan's number for this recall is R22A2 R22A3.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Nissan,FRONTIER,,2022 Nissan Frontier King Cab PU/EC 4WD,16822
286,"Nissan North America, Inc.",22V457000,False,False,24/06/2022,POWER TRAIN:AUTOMATIC TRANSMISSION,"Nissan North America, Inc. (Nissan) is recalling certain 2020-2022 Frontier and Titan vehicles.  The transmission parking pawl may not engage when the vehicle is shifted into park, which can result in a vehicle rollaway.",A vehicle rollaway increases the risk of a crash.,"Owners are advised to apply the parking brake every time they park their vehicle.  Dealers will replace the transmission parking pawl pin, free of charge.  Owner notification letters were mailed November 2022.  Owners may contact Nissan's customer service at 1-800-867-7669.  Nissan's number for this recall is R22A2 R22A3.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Nissan,FRONTIER,,2022 Nissan Frontier Crew Cab PU/CC RWD,16807
287,"Nissan North America, Inc.",22V457000,False,False,24/06/2022,POWER TRAIN:AUTOMATIC TRANSMISSION,"Nissan North America, Inc. (Nissan) is recalling certain 2020-2022 Frontier and Titan vehicles.  The transmission parking pawl may not engage when the vehicle is shifted into park, which can result in a vehicle rollaway.",A vehicle rollaway increases the risk of a crash.,"Owners are advised to apply the parking brake every time they park their vehicle.  Dealers will replace the transmission parking pawl pin, free of charge.  Owner notification letters were mailed November 2022.  Owners may contact Nissan's customer service at 1-800-867-7669.  Nissan's number for this recall is R22A2 R22A3.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Nissan,FRONTIER,,2022 Nissan Frontier King Cab PU/EC RWD,16806
288,"Nissan North America, Inc.",22V527000,False,False,21/07/2022,BACK OVER PREVENTION: SENSING SYSTEM: CAMERA,"Nissan North America, Inc. (Nissan) is recalling certain 2021-2022 Rogue, 2022 Frontier, Pathfinder, and Titan rental vehicles.  When the Sirius XM subscription is set to ""Not Subscribed,"" it may cause the infotainment head unit to reboot, resulting in an inoperative rearview camera.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 111, ""Rear Visibility.""","An inoperative rearview camera display reduces the driver's rear visibility, increasing the risk of a crash.","The Infotainment system software will be updated by a dealer, or through an over-the-air (OTA) update, free of charge.  Owner notification letters are expected to be mailed July 29, 2022.  Owners may contact Nissan's customer service at 1-800-867-7669.  Nissan's number for this recall is R22A5 PC901 PC902.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Nissan,FRONTIER,,2022 Nissan Frontier Crew Cab PU/CC 4WD,16823
289,"Nissan North America, Inc.",22V527000,False,False,21/07/2022,BACK OVER PREVENTION: SENSING SYSTEM: CAMERA,"Nissan North America, Inc. (Nissan) is recalling certain 2021-2022 Rogue, 2022 Frontier, Pathfinder, and Titan rental vehicles.  When the Sirius XM subscription is set to ""Not Subscribed,"" it may cause the infotainment head unit to reboot, resulting in an inoperative rearview camera.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 111, ""Rear Visibility.""","An inoperative rearview camera display reduces the driver's rear visibility, increasing the risk of a crash.","The Infotainment system software will be updated by a dealer, or through an over-the-air (OTA) update, free of charge.  Owner notification letters are expected to be mailed July 29, 2022.  Owners may contact Nissan's customer service at 1-800-867-7669.  Nissan's number for this recall is R22A5 PC901 PC902.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Nissan,FRONTIER,,2022 Nissan Frontier King Cab PU/EC 4WD,16822
290,"Nissan North America, Inc.",22V527000,False,False,21/07/2022,BACK OVER PREVENTION: SENSING SYSTEM: CAMERA,"Nissan North America, Inc. (Nissan) is recalling certain 2021-2022 Rogue, 2022 Frontier, Pathfinder, and Titan rental vehicles.  When the Sirius XM subscription is set to ""Not Subscribed,"" it may cause the infotainment head unit to reboot, resulting in an inoperative rearview camera.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 111, ""Rear Visibility.""","An inoperative rearview camera display reduces the driver's rear visibility, increasing the risk of a crash.","The Infotainment system software will be updated by a dealer, or through an over-the-air (OTA) update, free of charge.  Owner notification letters are expected to be mailed July 29, 2022.  Owners may contact Nissan's customer service at 1-800-867-7669.  Nissan's number for this recall is R22A5 PC901 PC902.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Nissan,FRONTIER,,2022 Nissan Frontier Crew Cab PU/CC RWD,16807
291,"Nissan North America, Inc.",22V527000,False,False,21/07/2022,BACK OVER PREVENTION: SENSING SYSTEM: CAMERA,"Nissan North America, Inc. (Nissan) is recalling certain 2021-2022 Rogue, 2022 Frontier, Pathfinder, and Titan rental vehicles.  When the Sirius XM subscription is set to ""Not Subscribed,"" it may cause the infotainment head unit to reboot, resulting in an inoperative rearview camera.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 111, ""Rear Visibility.""","An inoperative rearview camera display reduces the driver's rear visibility, increasing the risk of a crash.","The Infotainment system software will be updated by a dealer, or through an over-the-air (OTA) update, free of charge.  Owner notification letters are expected to be mailed July 29, 2022.  Owners may contact Nissan's customer service at 1-800-867-7669.  Nissan's number for this recall is R22A5 PC901 PC902.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Nissan,FRONTIER,,2022 Nissan Frontier King Cab PU/EC RWD,16806
292,"Nissan North America, Inc.",22V671000,False,False,07/09/2022,POWER TRAIN:AUTOMATIC TRANSMISSION,"Nissan North America, Inc. (Nissan) is recalling certain 2020-2023 Titan, 2020-2022 Frontier, and 2023 Z vehicles.  The transmission parking pawl may not engage when the vehicle is shifted into park, which can result in a vehicle rollaway.",A vehicle rollaway increases the risk of a crash.,"Owners are advised to apply the parking brake every time they park their vehicle.  Dealers will perform the applicable repairs below, free of charge:  Model Year 2020-2022 Frontier vehicles: reprogram Transmission Control Module (TCM)  Model Year 2020-2022 Titan vehicles: reprogram TCM and Engine Control Module (ECM)  Model Year 2023 Titan vehicles: reprogram TCM  Model Year 2023 Z vehicles: reprogram TCM.  Owner notification letters were mailed October 28, 2022.  Owners may contact Nissan's customer service at 1-800-867-7669.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Nissan,FRONTIER,,2022 Nissan Frontier Crew Cab PU/CC 4WD,16823
293,"Nissan North America, Inc.",22V671000,False,False,07/09/2022,POWER TRAIN:AUTOMATIC TRANSMISSION,"Nissan North America, Inc. (Nissan) is recalling certain 2020-2023 Titan, 2020-2022 Frontier, and 2023 Z vehicles.  The transmission parking pawl may not engage when the vehicle is shifted into park, which can result in a vehicle rollaway.",A vehicle rollaway increases the risk of a crash.,"Owners are advised to apply the parking brake every time they park their vehicle.  Dealers will perform the applicable repairs below, free of charge:  Model Year 2020-2022 Frontier vehicles: reprogram Transmission Control Module (TCM)  Model Year 2020-2022 Titan vehicles: reprogram TCM and Engine Control Module (ECM)  Model Year 2023 Titan vehicles: reprogram TCM  Model Year 2023 Z vehicles: reprogram TCM.  Owner notification letters were mailed October 28, 2022.  Owners may contact Nissan's customer service at 1-800-867-7669.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Nissan,FRONTIER,,2022 Nissan Frontier King Cab PU/EC 4WD,16822
294,"Nissan North America, Inc.",22V671000,False,False,07/09/2022,POWER TRAIN:AUTOMATIC TRANSMISSION,"Nissan North America, Inc. (Nissan) is recalling certain 2020-2023 Titan, 2020-2022 Frontier, and 2023 Z vehicles.  The transmission parking pawl may not engage when the vehicle is shifted into park, which can result in a vehicle rollaway.",A vehicle rollaway increases the risk of a crash.,"Owners are advised to apply the parking brake every time they park their vehicle.  Dealers will perform the applicable repairs below, free of charge:  Model Year 2020-2022 Frontier vehicles: reprogram Transmission Control Module (TCM)  Model Year 2020-2022 Titan vehicles: reprogram TCM and Engine Control Module (ECM)  Model Year 2023 Titan vehicles: reprogram TCM  Model Year 2023 Z vehicles: reprogram TCM.  Owner notification letters were mailed October 28, 2022.  Owners may contact Nissan's customer service at 1-800-867-7669.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Nissan,FRONTIER,,2022 Nissan Frontier Crew Cab PU/CC RWD,16807
295,"Nissan North America, Inc.",22V671000,False,False,07/09/2022,POWER TRAIN:AUTOMATIC TRANSMISSION,"Nissan North America, Inc. (Nissan) is recalling certain 2020-2023 Titan, 2020-2022 Frontier, and 2023 Z vehicles.  The transmission parking pawl may not engage when the vehicle is shifted into park, which can result in a vehicle rollaway.",A vehicle rollaway increases the risk of a crash.,"Owners are advised to apply the parking brake every time they park their vehicle.  Dealers will perform the applicable repairs below, free of charge:  Model Year 2020-2022 Frontier vehicles: reprogram Transmission Control Module (TCM)  Model Year 2020-2022 Titan vehicles: reprogram TCM and Engine Control Module (ECM)  Model Year 2023 Titan vehicles: reprogram TCM  Model Year 2023 Z vehicles: reprogram TCM.  Owner notification letters were mailed October 28, 2022.  Owners may contact Nissan's customer service at 1-800-867-7669.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Nissan,FRONTIER,,2022 Nissan Frontier King Cab PU/EC RWD,16806
296,"Nissan North America, Inc.",22V772000,False,False,13/10/2022,BACK OVER PREVENTION:DISPLAY FUNCTION,"Nissan North America, Inc. (Nissan) is recalling certain 2022 Titan, Titan XD, Frontier, and 2021-2022 Rogue vehicles.  The in-vehicle infotainment (IVI) system may continuously reboot when the vehicle is restarted, which can result in an inoperative rearview display.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 111, ""Rear Visibility.""","An inoperative rearview camera display reduces the driver's rear visibility, increasing the risk of a crash.","The IVI software will be updated by a dealer, or through an over-the-air (OTA) update, free of charge.  Owner notification letters are expected to be mailed November 18, 2022.  Owners may contact Nissan's customer service at 1-800-867-7669.  Nissan's numbers for this recall are R22B8, R22C1, and PC923/25.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Nissan,FRONTIER,,2022 Nissan Frontier Crew Cab PU/CC 4WD,16823
297,"Nissan North America, Inc.",22V772000,False,False,13/10/2022,BACK OVER PREVENTION:DISPLAY FUNCTION,"Nissan North America, Inc. (Nissan) is recalling certain 2022 Titan, Titan XD, Frontier, and 2021-2022 Rogue vehicles.  The in-vehicle infotainment (IVI) system may continuously reboot when the vehicle is restarted, which can result in an inoperative rearview display.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 111, ""Rear Visibility.""","An inoperative rearview camera display reduces the driver's rear visibility, increasing the risk of a crash.","The IVI software will be updated by a dealer, or through an over-the-air (OTA) update, free of charge.  Owner notification letters are expected to be mailed November 18, 2022.  Owners may contact Nissan's customer service at 1-800-867-7669.  Nissan's numbers for this recall are R22B8, R22C1, and PC923/25.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Nissan,FRONTIER,,2022 Nissan Frontier King Cab PU/EC 4WD,16822
298,"Nissan North America, Inc.",22V772000,False,False,13/10/2022,BACK OVER PREVENTION:DISPLAY FUNCTION,"Nissan North America, Inc. (Nissan) is recalling certain 2022 Titan, Titan XD, Frontier, and 2021-2022 Rogue vehicles.  The in-vehicle infotainment (IVI) system may continuously reboot when the vehicle is restarted, which can result in an inoperative rearview display.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 111, ""Rear Visibility.""","An inoperative rearview camera display reduces the driver's rear visibility, increasing the risk of a crash.","The IVI software will be updated by a dealer, or through an over-the-air (OTA) update, free of charge.  Owner notification letters are expected to be mailed November 18, 2022.  Owners may contact Nissan's customer service at 1-800-867-7669.  Nissan's numbers for this recall are R22B8, R22C1, and PC923/25.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Nissan,FRONTIER,,2022 Nissan Frontier Crew Cab PU/CC RWD,16807
299,"Nissan North America, Inc.",22V772000,False,False,13/10/2022,BACK OVER PREVENTION:DISPLAY FUNCTION,"Nissan North America, Inc. (Nissan) is recalling certain 2022 Titan, Titan XD, Frontier, and 2021-2022 Rogue vehicles.  The in-vehicle infotainment (IVI) system may continuously reboot when the vehicle is restarted, which can result in an inoperative rearview display.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 111, ""Rear Visibility.""","An inoperative rearview camera display reduces the driver's rear visibility, increasing the risk of a crash.","The IVI software will be updated by a dealer, or through an over-the-air (OTA) update, free of charge.  Owner notification letters are expected to be mailed November 18, 2022.  Owners may contact Nissan's customer service at 1-800-867-7669.  Nissan's numbers for this recall are R22B8, R22C1, and PC923/25.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Nissan,FRONTIER,,2022 Nissan Frontier King Cab PU/EC RWD,16806
300,"Nissan North America, Inc.",21V742000,False,False,23/09/2021,SEATS:MID/REAR ASSEMBLY:HEAD RESTRAINT,"Nissan North America, Inc. (Nissan) is recalling certain 2022 Pathfinder vehicles.  The third-row headrests may have an improper weld or misaligned internal components, which can allow the headrest to move or detach.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 202, ""Head Restraints.""","Headrests that move or detach may not adequately restrain occupants in a crash, increasing the risk of injury.","Dealers will replace all three third-row seat headrests, free of charge.  Owner notification letters were mailed November 17, 2021.  Owners may contact Nissan customer service at 1-800-867-7669.  Nissan's number for this recall is PC844.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Nissan,PATHFINDER,,2022 Nissan Pathfinder SUV AWD,16045
301,"Nissan North America, Inc.",21V742000,False,False,23/09/2021,SEATS:MID/REAR ASSEMBLY:HEAD RESTRAINT,"Nissan North America, Inc. (Nissan) is recalling certain 2022 Pathfinder vehicles.  The third-row headrests may have an improper weld or misaligned internal components, which can allow the headrest to move or detach.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 202, ""Head Restraints.""","Headrests that move or detach may not adequately restrain occupants in a crash, increasing the risk of injury.","Dealers will replace all three third-row seat headrests, free of charge.  Owner notification letters were mailed November 17, 2021.  Owners may contact Nissan customer service at 1-800-867-7669.  Nissan's number for this recall is PC844.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Nissan,PATHFINDER,,2022 Nissan Pathfinder SUV FWD,16041
302,"Nissan North America, Inc.",21V743000,False,False,23/09/2021,SEATS:CRITICAL FASTENERS,"Nissan North America, Inc. (Nissan) is recalling certain 2022 Pathfinder vehicles.  The second-row seat back frames may have insufficient welds that could separate.","Seat backs with separated welds may fail to adequately restrain occupants during a crash, increasing the risk of injury.","Dealers will inspect and replaced the seat assemblies as necessary, free of charge.  Owner notification letters were mailed November 17, 2021.  Owners may contact Nissan customer service at 1-800-867-7669.  Nissan's numbers for this recall are PC845, PC846, and PC847.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Nissan,PATHFINDER,,2022 Nissan Pathfinder SUV AWD,16045
303,"Nissan North America, Inc.",21V743000,False,False,23/09/2021,SEATS:CRITICAL FASTENERS,"Nissan North America, Inc. (Nissan) is recalling certain 2022 Pathfinder vehicles.  The second-row seat back frames may have insufficient welds that could separate.","Seat backs with separated welds may fail to adequately restrain occupants during a crash, increasing the risk of injury.","Dealers will inspect and replaced the seat assemblies as necessary, free of charge.  Owner notification letters were mailed November 17, 2021.  Owners may contact Nissan customer service at 1-800-867-7669.  Nissan's numbers for this recall are PC845, PC846, and PC847.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Nissan,PATHFINDER,,2022 Nissan Pathfinder SUV FWD,16041
304,"Nissan North America, Inc.",21V706000,False,False,10/09/2021,LATCHES/LOCKS/LINKAGES:HOOD:LATCH,"Nissan North America, Inc. (Nissan) is recalling certain 2022 Pathfinder vehicles.  Insufficient welds may allow the secondary hood latch retainer bracket to detach from the front bumper assembly.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 113, ""Hood Latch System.""","A detached secondary hood latch may allow the hood to open if the primary hood latch is not engaged, obstructing the driver's view and increasing the risk of a crash.","Dealers will inspect and replace the secondary hood latch bracket as necessary, free of charge.  Owner notification letters were mailed November 17, 2021.  Owners may contact Nissan customer service at 1-800-867-7669.  Nissan's number for this recall is PC840.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Nissan,PATHFINDER,,2022 Nissan Pathfinder SUV AWD,16045
305,"Nissan North America, Inc.",21V706000,False,False,10/09/2021,LATCHES/LOCKS/LINKAGES:HOOD:LATCH,"Nissan North America, Inc. (Nissan) is recalling certain 2022 Pathfinder vehicles.  Insufficient welds may allow the secondary hood latch retainer bracket to detach from the front bumper assembly.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 113, ""Hood Latch System.""","A detached secondary hood latch may allow the hood to open if the primary hood latch is not engaged, obstructing the driver's view and increasing the risk of a crash.","Dealers will inspect and replace the secondary hood latch bracket as necessary, free of charge.  Owner notification letters were mailed November 17, 2021.  Owners may contact Nissan customer service at 1-800-867-7669.  Nissan's number for this recall is PC840.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Nissan,PATHFINDER,,2022 Nissan Pathfinder SUV FWD,16041
306,"Nissan North America, Inc.",22V111000,False,False,24/02/2022,SEATS:CRITICAL FASTENERS,"Nissan North America, Inc. (Nissan) is recalling certain 2022 INFINITI QX60 and Nissan Pathfinder vehicles.  The second-row seat track may be missing a mounting bolt.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 210, ""Seat Belt Assembly Anchorages.""","A missing mounting bolt may allow the seat track to move during a crash, increasing the risk of injury.","Dealers will inspect the second-row seat track and install a new mounting bolt as necessary, free of charge.  Owner notification letters were mailed April 13, 2022.  Owners may contact Nissan customer service at 1-800-867-7669.  Nissan's numbers for this recall are PC867 and PC868.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Nissan,PATHFINDER,,2022 Nissan Pathfinder SUV AWD,16045
307,"Nissan North America, Inc.",22V111000,False,False,24/02/2022,SEATS:CRITICAL FASTENERS,"Nissan North America, Inc. (Nissan) is recalling certain 2022 INFINITI QX60 and Nissan Pathfinder vehicles.  The second-row seat track may be missing a mounting bolt.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 210, ""Seat Belt Assembly Anchorages.""","A missing mounting bolt may allow the seat track to move during a crash, increasing the risk of injury.","Dealers will inspect the second-row seat track and install a new mounting bolt as necessary, free of charge.  Owner notification letters were mailed April 13, 2022.  Owners may contact Nissan customer service at 1-800-867-7669.  Nissan's numbers for this recall are PC867 and PC868.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Nissan,PATHFINDER,,2022 Nissan Pathfinder SUV FWD,16041
308,"Nissan North America, Inc.",22V527000,False,False,21/07/2022,BACK OVER PREVENTION: SENSING SYSTEM: CAMERA,"Nissan North America, Inc. (Nissan) is recalling certain 2021-2022 Rogue, 2022 Frontier, Pathfinder, and Titan rental vehicles.  When the Sirius XM subscription is set to ""Not Subscribed,"" it may cause the infotainment head unit to reboot, resulting in an inoperative rearview camera.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 111, ""Rear Visibility.""","An inoperative rearview camera display reduces the driver's rear visibility, increasing the risk of a crash.","The Infotainment system software will be updated by a dealer, or through an over-the-air (OTA) update, free of charge.  Owner notification letters are expected to be mailed July 29, 2022.  Owners may contact Nissan's customer service at 1-800-867-7669.  Nissan's number for this recall is R22A5 PC901 PC902.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Nissan,PATHFINDER,,2022 Nissan Pathfinder SUV AWD,16045
309,"Nissan North America, Inc.",22V527000,False,False,21/07/2022,BACK OVER PREVENTION: SENSING SYSTEM: CAMERA,"Nissan North America, Inc. (Nissan) is recalling certain 2021-2022 Rogue, 2022 Frontier, Pathfinder, and Titan rental vehicles.  When the Sirius XM subscription is set to ""Not Subscribed,"" it may cause the infotainment head unit to reboot, resulting in an inoperative rearview camera.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 111, ""Rear Visibility.""","An inoperative rearview camera display reduces the driver's rear visibility, increasing the risk of a crash.","The Infotainment system software will be updated by a dealer, or through an over-the-air (OTA) update, free of charge.  Owner notification letters are expected to be mailed July 29, 2022.  Owners may contact Nissan's customer service at 1-800-867-7669.  Nissan's number for this recall is R22A5 PC901 PC902.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Nissan,PATHFINDER,,2022 Nissan Pathfinder SUV FWD,16041
310,"Nissan North America, Inc.",22V259000,False,False,14/04/2022,"FUEL SYSTEM, GASOLINE:STORAGE:TANK ASSEMBLY","Nissan North America, Inc. (Nissan) is recalling certain 2022 Rogue vehicles.  Due to a manufacturing error, an area on the bottom wall of the fuel tank may be too thin.","Road debris may puncture the thin fuel tank wall, causing a gas leak and increasing the risk of a fire.  In addition, the fuel tank may not perform as expected during a crash, increasing the risk of injury.","Dealers will replace the fuel tank assembly and install a new lock ring, gasket, and o-ring seal, free of charge.  Owner notification letters were mailed May 19, 2022.  Owners may contact Nissan customer service at 1-800-867-7669.  Nissan's number for this recall is PC887.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Nissan,ROGUE,,2022 Nissan Rogue SUV FWD Later Release,17136
311,"Nissan North America, Inc.",22V259000,False,False,14/04/2022,"FUEL SYSTEM, GASOLINE:STORAGE:TANK ASSEMBLY","Nissan North America, Inc. (Nissan) is recalling certain 2022 Rogue vehicles.  Due to a manufacturing error, an area on the bottom wall of the fuel tank may be too thin.","Road debris may puncture the thin fuel tank wall, causing a gas leak and increasing the risk of a fire.  In addition, the fuel tank may not perform as expected during a crash, increasing the risk of injury.","Dealers will replace the fuel tank assembly and install a new lock ring, gasket, and o-ring seal, free of charge.  Owner notification letters were mailed May 19, 2022.  Owners may contact Nissan customer service at 1-800-867-7669.  Nissan's number for this recall is PC887.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Nissan,ROGUE,,2022 Nissan Rogue SUV AWD Later Release,17135
312,"Nissan North America, Inc.",22V259000,False,False,14/04/2022,"FUEL SYSTEM, GASOLINE:STORAGE:TANK ASSEMBLY","Nissan North America, Inc. (Nissan) is recalling certain 2022 Rogue vehicles.  Due to a manufacturing error, an area on the bottom wall of the fuel tank may be too thin.","Road debris may puncture the thin fuel tank wall, causing a gas leak and increasing the risk of a fire.  In addition, the fuel tank may not perform as expected during a crash, increasing the risk of injury.","Dealers will replace the fuel tank assembly and install a new lock ring, gasket, and o-ring seal, free of charge.  Owner notification letters were mailed May 19, 2022.  Owners may contact Nissan customer service at 1-800-867-7669.  Nissan's number for this recall is PC887.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Nissan,ROGUE,,2022 Nissan Rogue SUV AWD Early Release,16828
313,"Nissan North America, Inc.",22V259000,False,False,14/04/2022,"FUEL SYSTEM, GASOLINE:STORAGE:TANK ASSEMBLY","Nissan North America, Inc. (Nissan) is recalling certain 2022 Rogue vehicles.  Due to a manufacturing error, an area on the bottom wall of the fuel tank may be too thin.","Road debris may puncture the thin fuel tank wall, causing a gas leak and increasing the risk of a fire.  In addition, the fuel tank may not perform as expected during a crash, increasing the risk of injury.","Dealers will replace the fuel tank assembly and install a new lock ring, gasket, and o-ring seal, free of charge.  Owner notification letters were mailed May 19, 2022.  Owners may contact Nissan customer service at 1-800-867-7669.  Nissan's number for this recall is PC887.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Nissan,ROGUE,,2022 Nissan Rogue SUV FWD  Early Release,16815
