,report_received_date,nhtsa_id,recall_link,manufacturer,subject,component,mfr_campaign_number,recall_type,potentially_affected,defect_summary,consequence_summary,corrective_action,fire_risk_when_parked,do_not_drive,completion_rate
702,2023-03,23E024000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23E024000', 'description': 'Go to Recall'}","Capri Campers, LLC",Cooktop Gas Valves May Fracture Causing Gas Leak,EQUIPMENT,NR (Not Reported),Equipment,4,"Capri Campers, LLC (Capri Campers) are recalling certain 2022 Capri Camper Retreat truck bed campers, equipped with certain SDS2 2-Burner Drop-in Cooktops.  The internal aluminum burner tubes that connect to the gas valves may fracture and cause a gas leak.",A gas leak in the presence of an ignition source can increase the risk of a fire.,"Capri Camper will work with the equipment manufacturer Suburban, to install a regulator support bracket, free of charge.  Owner letters were mailed May 10, 2023.  Owners may contact Capri Campers customer service at 1-254-728-3226.",No,No,100
703,2023-03,23V195000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V195000', 'description': 'Go to Recall'}",Honda (American Honda Motor Co.),Speedometer Cable Incorrectly Routed,ELECTRICAL SYSTEM,KP1,Vehicle,15848,Honda (American Honda Motor Co.) is recalling certain 2022 Honda NVA110B motorcycles.  The speedometer cable was incorrectly routed and may break or detach.,"A speedometer with a broken or detached speedometer cable will fail to show the motorcycle speed, increasing the risk of a crash.","Dealers will replace and reroute the speedometer cable, free of charge.  Owner notification letters were mailed May 1, 2023.  Owners may contact Honda customer service at 1-866-784-1870.  Honda's number for this recall is KP1.",No,No,34.7
704,2023-03,23V196000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V196000', 'description': 'Go to Recall'}","Autocar, LLC",Powertrain Driveline May Detach,POWER TRAIN,ACX-2305 DC-2301,Vehicle,909,"Autocar, LLC (Autocar) is recalling certain 2022-2023 ACX (Xpeditor) and 2020-2023 DC (Legend) vehicles.  The powertrain driveline center support bearing hardware may not have been properly secured.","An improperly secured powertrain driveline can detach from the vehicle and cause a loss of drive power, increasing the risk of a crash.","Dealers will inspect, and if necessary, secure or replace the powertrain driveline support bearing hardware, free of charge.  Owner notification letters were mailed May 18, 2023.  Owners may contact Autocar customer service at 1-888-218-3611.  Autocar's number for this recall is ACX-2305 DC-2301.",No,No,13.31
705,2023-03,23E023000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23E023000', 'description': 'Go to Recall'}","Chrysler (FCA US, LLC)",Frame Stud May Puncture Fuel Tank,STRUCTURE,29A,Equipment,165,"Chrysler (FCA US, LLC) is recalling certain Mopar frame assemblies with part numbers 68495556AA, 68495556AB, 68438094AB, and 68438096AB.  When installed in a vehicle, a stud on the frame assembly may puncture the fuel tank during a crash and result in a fuel leak.",A fuel leak in the presence of an ignition source can increase the risk of a fire.,"Dealers will inspect and, if necessary, remove the frame stud and apply paint, free of charge.  Owner notification letters were mailed April 6, 2023.  Owners may contact FCA US, LLC customer service at 1-800-853-1403.  FCA US, LLC's number for this recall is 29A.",No,No,0
706,2023-03,23V192000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V192000', 'description': 'Go to Recall'}","Spartan Fire, LLC",Steer Axle Fasteners May Come Loose,STEERING,23009,Vehicle,12,"Spartan Fire, LLC (Spartan Fire) is recalling certain 2020, 2022 and 2023 Gladiator and 2023 MetroStar vehicles.  The front-drive steer axle fasteners may loosen, resulting in a complete separation of the axle assembly joints.","Steer axle assembly separation can result in a loss of vehicle control, increasing the risk of a crash.","Dealers will inspect and replace the pro-torque nut keeper on the steer axle assembly, free of charge.  Owner notification letters were mailed May 10, 2023.  Owners may contact Spartan Fire customer service at 1-517-543-6400.  Spartan Fire's number for this recall is 23009.",No,No,0
707,2023-03,23V191000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V191000', 'description': 'Go to Recall'}","Chrysler (FCA US, LLC)",Frame Stud May Puncture Fuel Tank,STRUCTURE,28A,Vehicle,35829,"Chrysler (FCA US, LLC) is recalling certain 2020-2022 Jeep Wrangler vehicles.  A stud on the frame assembly may puncture the fuel tank in a crash, which can result in a fuel leak.",A fuel leak in the presence of an ignition source increases the risk of a fire.,"Dealers will inspect and, if necessary, remove the frame stud and apply paint, free of charge.  Owner notification letters were mailed April 6, 2023.  Owners may contact FCA US, LLC customer service at 1-800-853-1403.  FCA US, LLC's number for this recall is 28A.",No,No,52.62
708,2023-03,23V190000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V190000', 'description': 'Go to Recall'}",Alexis Fire Equipment Company,Corrosion on Remote Control Circuit Board,ELECTRICAL SYSTEM,NR (Not Reported),Vehicle,3,"Alexis Fire Equipment Company (Alexis Fire) is recalling certain 2022 Emergency Utility, Flatbed Brush, and 300 Gallon Mini Pumper Fire Apparatus vehicles, equipped with a Warn Winch and a wireless handheld remote.  Water may enter the handheld remote control for the winch and cause circuit board corrosion, which can allow the winch to operate unintentionally.",A winch that operates unintentionally increases the risk of injury.,"Alexis Fire will work with Warn Industries, Inc. to provide owners instructions on how to inspect the remote for corrosion and disable the wireless function by removing the battery pack from the remote.  If corrosion or water intrusion is found when removing the battery pack owners should stop using the remote and contact WARN customer service for a replacement remote, free of charge.  Once new parts are available, WARN will make a replacement water resistant remote available, free of charge.  Owner notification letters were mailed April 5, 2023.  Owners may contact Alexis Fire customer service at 1-309-482-6121.",No,No,100
709,2023-03,23V189000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V189000', 'description': 'Go to Recall'}","Volkswagen Group of America, Inc.",Air Bag May Tear,AIR BAGS,69FA,Vehicle,5224,"Volkswagen Group of America, Inc. (Audi) is recalling certain 2022-2023 Q4 E-Tron SUV and Q4 E-Tron Sportback vehicles.  During deployment, the head curtain air bag could deform the door seal and expose the metal inlay within the seal, which could tear the air bag.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 226, ""Ejection Mitigation.""","In the event of a crash, a torn air bag cannot protect occupants as intended, increasing the risk of injury.","Dealers will install cloth tape in the driver and front passenger B-pillar area, free of charge.  Owner notification letters were mailed May 11, 2023.  Owners may contact Audi's customer service at 1-800-253-2834.  Audi's number for this recall is 69FA.",No,No,68.78
710,2023-03,23V188000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V188000', 'description': 'Go to Recall'}","Volvo Car USA, LLC",False Warning Message for Emergency Call System,ELECTRICAL SYSTEM,R10225,Vehicle,329,"Volvo Car USA, LLC (Volvo Car) is recalling certain 2023 S60, V60CC, XC60, XC90, XC40, and C40 vehicles.  A diagnostic trouble code (DTC) may be falsely detected for the emergency call system (e-call) and display ""e-Call Service Required"" in the driver information module (DIM).","The false warning message could prevent the detection of an actual e-call system failure, which could delay an emergency response during a crash, increasing the risk of injury.","Dealers will update the telematics and connectivity antenna module (TCAM) software, free of charge.  Owner notification letters are expected to be mailed May 16, 2023.  Owners may contact Volvo Car's customer service 1-800-458-1552.  Volvo Car's number for this recall is R10225.",No,No,68.09
711,2023-03,23V182000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V182000', 'description': 'Go to Recall'}","Forest River, Inc.",Corrosion on Remote Control Circuit Board,ELECTRICAL SYSTEM,51-1608,Vehicle,20,"Forest River, Inc. (Forest River) is recalling certain 2019-2023 Continental Cargo, 2019-2022 Cargo Mate, and 2020 Cross Bow cargo trailers, equipped with certain Warn Winches with a wireless handheld remote.  Water may enter the handheld remote control for the winch and cause circuit board corrosion, which can allow the winch to operate unintentionally.",A winch that operates unintentionally increases the risk of injury.,"Forest River will work with Warn Industries, Inc. to provide owners instructions on how to inspect the remote for corrosion and disable the wireless function by removing the battery pack from the remote.  If corrosion or water intrusion is found when removing the battery pack owners should stop using the remote and contact WARN customer service for a replacement remote, free of charge.  Once new parts are available, WARN will make a replacement water resistant remote available, free of charge.  Owner notification letters were mailed April 6, 2023.  Owners may contact Forest River customer service at 1-574-825-8600.  Forest River's number for this recall is 51-1608.",No,No,0
712,2023-03,23V186000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V186000', 'description': 'Go to Recall'}",Kentucky Trailer Manufacturing,Corrosion on Remote Control Circuit Board,ELECTRICAL SYSTEM,NR (Not Reported),Vehicle,5,"Kentucky Trailer Manufacturing (KTM) is recalling certain 2021-2022 Kentucky Trailer XL-12 trailers equipped with certain Warn Winches with a wireless handheld remote.  Water may enter the handheld remote control for the winch and cause circuit board corrosion, which can allow the winch to operate unintentionally.",A winch that operates unintentionally increases the risk of injury.,"KTM will work with Warn Industries, Inc. to provide owners instructions on how to inspect the remote for corrosion and disable the wireless function by removing the battery pack from the remote.  If corrosion or water intrusion is found when removing the battery pack owners should stop using the remote and contact WARN customer service for a replacement remote, free of charge.  Once new parts are available, WARN will make a replacement water resistant remote available, free of charge.  Owner notification letters were mailed May 15, 2023.  Owners may contact KTM customer service at 1-502-637-2551.",No,No,0
713,2023-03,23E022000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23E022000', 'description': 'Go to Recall'}","Meritor, Inc.",Steer Axle Fasteners Not Tightened Properly,STEERING,C23AB,Equipment,37,"Meritor, Inc. (Meritor) is recalling certain front drive steer axles, models MX23810 and MX24810, with part numbers MX23810DANC12-538, and MX24810DANC3-614.  The front-drive steer axle fasteners may not have been tightened sufficiently and could come loose, resulting in a complete separation of the axle assembly joints.","Steer axle assembly separation can result in a loss of vehicle control, increasing the risk of a crash.","Meritor will work with the affected manufacturers to replace and tighten the axle fasteners, as necessary, free of charge.  Owners may contact Meritor customer service at 1-866-668-7221.  Meritor's number for this recall is C23AB.",No,No,0
714,2023-03,23V187000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V187000', 'description': 'Go to Recall'}","Nissan North America, Inc.",Incorrect Door Latch Installed,LATCHES/LOCKS/LINKAGES,PC962,Vehicle,48,"Nissan North America, Inc. (Nissan) is recalling certain 2023 INFINITI QX55 and 2022 INFINITI QX50 vehicles.  The incorrect door latch may have been installed in the front right-side passenger door lock assembly, preventing the front right-side door lock from automatically locking.","An unlocked door may unlatch and open during a crash, increasing the risk of injury.","Dealers will replace the front right-side passenger door lock assembly, free of charge.  Owner notification letters are expected to be mailed May 14, 2023.  Owners may contact Nissan's customer service at 1-800-867-7669.  Nissan's number for this recall is PC962.",No,No,52.08
715,2023-03,23V184000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V184000', 'description': 'Go to Recall'}",Prevost Car (US) Inc.,Window Emergency Exit Malfunction/FMVSS 217,STRUCTURE,SR23-08,Vehicle,1,"Prevost Car (US) Inc. (Prevost) is recalling one 2023 H3-45 vehicle.  The emergency exit window may require excessive force to open.  As such, this vehicle fails to comply with the requirements of Federal Motor Vehicle Safety Standard number 217, ""Bus Emergency Exits and Window Retention and Release.""","An emergency exit that requires excessive force to open may prevent or delay use of the exit, increasing the risk of injury in the event of an emergency.","Prevost will inspect and adjust the emergency exit window, if necessary, free of charge.  The owner notification letter was mailed April 14, 2023.  Owners may contact Prevost customer service at 1-866-870-2046.  Prevost's number for this recall is SR23-08.",No,No,0
716,2023-03,23V183000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V183000', 'description': 'Go to Recall'}",Prevost Car (US) Inc.,Turn Signal and Hazard Light Malfunction/FMVSS 108,EXTERIOR LIGHTING,SR23-07,Vehicle,26,"Prevost Car (US) Inc. (Prevost Car) is recalling certain 2022-2023 H3-45 VIP and 2023 H3-45 vehicles.  When activating the hazard warning lights, the turn signal lights may not flash simultaneously if the ignition is off.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 108, ""Lamps, Reflective Devices, and Associated Equipment.""","Hazard lights that do not flash simultaneously may confuse other drivers, increasing the risk of a crash.","Prevost will update the hazard warning lights software, free of charge.  Owner notification letters were mailed April 14, 2023.  Owners may contact Prevost customer service at 1-866-870-2046.  Prevost's number for this recall is SR23-07.",No,No,34.62
717,2023-03,23V185000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V185000', 'description': 'Go to Recall'}",PACCAR Incorporated,Stuck Park Valve Module May Cause Rollaway,PARKING BRAKE,23PBC,Vehicle,25,PACCAR Incorporated (PACCAR) is recalling certain 2023-2024 Peterbilt 579 trucks.  The Intellipark Tractor Park Valve Module (PVM) may intermittently become stuck in the un-parked position and fail to move into the park position when the park switch is activated.,"A PVM that fails to move into park can cause a vehicle rollaway, increasing the risk of a crash.","Dealers will replace the PVM with a new corrected part, free of charge.  Owner notification letters were mailed June 12, 2023.  Owners may contact PACCAR's customer service at 1-940-591-4220.  PACCAR's number for this recall is 23PBC.",No,No,56
718,2023-03,23V175000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V175000', 'description': 'Go to Recall'}","Bombardier Recreational Products, Inc.",Brake Light May Stay Illuminated,EXTERIOR LIGHTING,2023-6,Vehicle,34457,"Bombardier Recreational Products, Inc. (BRP) is recalling certain 2020-2023 Spyder RT and 2022-2023 Ryker motorcycles.  The brake lights may stay illuminated even if the brake pedal is not pressed.  As such, these motorcycles fail to comply with Federal Motor Vehicle Safety Standard number 108, ""Lamps, Reflective Devices, and associated Equipment.""",Brake lights that remain illuminated can fail to alert other motorists of the rider's intention and increase the risk of a crash.,"Depending on the model, dealers will replace the brake light switch, adjust the brake light switch, and/or add a spring to the brake light switch, as necessary, free of charge.  Owner notification letters were mailed March 17, 2023.  Owners may contact BRP Customer Service at 1-888-272-9222.  BRP's number for this recall is 2023-6.",No,No,56.89
719,2023-03,23V179000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V179000', 'description': 'Go to Recall'}","Kia America, Inc.",Tow Hitch Harness Fire While Parked or Driving,TRAILER HITCHES,SC265,Vehicle,3555,"Kia America, Inc. (Kia) is recalling certain 2022-2023 Carnival vehicles equipped with a tow hitch harness installed as original equipment, or purchased as an accessory through a Kia dealership.  Water accumulation on the tow hitch harness module printed circuit board (PCB) may cause an electrical short, which can result in a fire.",A fire while parked or driving can increase the risk of injury.,"Owners are advised to park their vehicles outside and away from structures until the remedy is completed.  Dealers will inspect and verify whether the vehicle is equipped with a Genuine Kia accessory trailer tow hitch assembly.  If equipped, dealers will install a new fuse and wire extension kit.  Repairs will be performed free of charge.  Owner notification letters were mailed May 16, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC265.",Yes,No,30.67
720,2023-03,23V178000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V178000', 'description': 'Go to Recall'}","Mercedes-Benz USA, LLC",Rear Door Window Trim Bars May Detach,STRUCTURE,2023040011,Vehicle,70225,"Mercedes-Benz USA, LLC (MBUSA) is recalling certain 2022-2023 GLE350, GLE450, GLE580, GLS450, GLS580, Maybach GLS600, AMG GLE53, AMG GLE63 S, and AMG GLS63 vehicles.  The rear door window trim bars may detach from the vehicle while driving.",Detached trim bars may cause a road hazard and increase the risk of a crash or injury.,"Dealers will inspect and secure the rear window trim bars, as necessary, free of charge.  Owner notification letters were mailed May 5, 2023.  Owners may contact MBUSA customer service at 1-800-367-6372.  This recall is an expansion of previous recall number 22V-680.  MBUSA's number for this recall is 2023040011.",No,No,62.82
721,2023-03,23V176000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V176000', 'description': 'Go to Recall'}","Porsche Cars North America, Inc.",Seat Belt Warning System Malfunction/FMVSS 208,ELECTRICAL SYSTEM,APA2,Vehicle,130,"Porsche Cars North America, Inc. (Porsche) is recalling certain 2020 Taycan Turbo, 2021 Taycan, Taycan 4S Cross Turismo, 2022 Taycan, Taycan Turbo, Taycan GTS, Taycan 4 Cross Turismo, Taycan 4S Cross Turismo, 2020-2022 Taycan 4S and Taycan Turbo S, and 2023 Taycan vehicles.  When there is an unbelted passenger, the seat belt warning light and audible chime will not not activate as intended.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 208, ""Occupant Crash Protection.""","A malfunctioning seat belt warning system may not alert the passenger to buckle their seat belt, increasing the risk of injury in the event of a crash.","Dealers will update the instrument cluster software, free of charge.  Owner notification letters are expected to be mailed May 16, 2023.  Owners may contact Porsche's customer service at 1-800-767-7243.  Porsche's number for this recall is APA2.",No,No,70.77
722,2023-03,23V180000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V180000', 'description': 'Go to Recall'}",Hyundai Motor America,Windshield Wipers May Fail,VISIBILITY/WIPER,243,Vehicle,167085,"Hyundai Motor America (Hyundai) is recalling certain 2021-2023 Palisade vehicles.  The windshield wiper motor may operate intermittently or fail to operate due to snow or ice buildup on the windshield, causing the wipers to fail.","Windshield wiper failure can reduce visibility, increasing the risk of a crash.","Dealers will replace the driver-side windshield wiper arm, free of charge. Owner notification letters were mailed May 15, 2023.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 243.  This recall is an expansion of recall number 22V-627.",No,No,62.36
723,2023-03,23V177000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V177000', 'description': 'Go to Recall'}","Mercedes-Benz USA, LLC",Water Intrusion from AC Drain Hose May Cause Short,VISIBILITY,2023030014 & 15,Vehicle,61450,"Mercedes-Benz USA, LLC (MBUSA) is recalling certain 2020-2021 GLE350, GLE450, GLS450, GLS580, 2021 AMG GLE53, AMG GLE63, Maybach GLS600, AMG GLS63, and 2020 GLE580 vehicles.  The air conditioner drain hoses may have been incorrectly installed, causing water to drain into the passenger compartment.","Water intrusion into the foot wells may cause corrosion and/or short circuits to electrical components, increasing the risk of fire.  In addition, the emergency call (eCall) feature may be disabled and the doors may not unlock, increasing the risk of injury.  Also, the engine may not start or may enter a limp-home mode, increasing the risk of a crash.","Dealers will inspect and reinstall the air conditioner drain hoses, as necessary, free of charge.  Owner notification letters were mailed April 28, 2023.  Owners may contact MBUSA customer service at 1-800-367-6372.  This recall is an expansion of recall numbers 21V-288 and 19V-587.  MBUSA's numbers for this recall are 2023030014 and 15.",No,No,64.37
724,2023-03,23V181000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V181000', 'description': 'Go to Recall'}",Hyundai Motor America,Tow Hitch Harness Fire While Parked or Driving,TRAILER HITCHES,244,Vehicle,584784,"Hyundai Motor America (Hyundai) is recalling certain 2019-2023 Santa Fe, 2021-2023 Santa Fe HEV, 2022-2023 Santa Fe Plug-in HEV and Santa Cruz vehicles potentially equipped with a tow hitch harness installed as original equipment, or purchased as an accessory through a Hyundai dealership.  Water accumulation on the tow hitch harness module printed circuit board (PCB) may cause an electrical short, which can result in a fire.",A fire while parked or driving can increase the risk of injury.,"Owners are advised to park their vehicles outside and away from structures until the remedy is completed.  Dealers will install a new fuse and wire extension kit as necessary, free of charge.  Owner notification letters were mailed starting May 16, 2023.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 244.  This recall is an expansion of previous recall number 22V-633.",Yes,No,62.26
725,2023-03,23V169000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V169000', 'description': 'Go to Recall'}",Keystone RV Company,Emergency Exit Window Not Installed,STRUCTURE,23-440,Vehicle,276,Keystone RV Company (Keystone) is recalling certain 2022-2023 Cougar travel trailers.  These vehicles may have been manufactured without an emergency exit window.,"Without an emergency exit window, there would not be a second way for occupants to exit the vehicle during an emergency, increasing the risk of injury.","Dealers will inspect, and replace the window if necessary, free of charge.  Owner notification letters were mailed March 29, 2023.  Owners may contact Keystone customer service at 1-866-425-4369.  Keystone's number for this recall is 23-440.",No,No,42.35
726,2023-03,23V172000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V172000', 'description': 'Go to Recall'}","General Motors, LLC",Transmission Built with Incorrect Sun Gear,POWER TRAIN,N222389310,Vehicle,8744,"General Motors, LLC (GM) is recalling certain 2023 Cadillac XT6, GMC Acadia, Chevrolet Blazer, Traverse, and 2022-2023 Cadillac XT5 vehicles.  The transmission may have been built with an incorrect sun gear, which can result in the driver-side half-shaft disengaging from the transmission.",A half-shaft disengaging from the transmission can result in a loss of drive power or vehicle rollaway when the vehicle is placed in park.  Either of these scenarios can increase the risk of a crash.,"Dealers will replace the sun gears, free of charge.  Owner notification letters were mailed on July 27, 2023.  The remedy is expected to become available August 31, 2023.  Owners may contact Cadillac customer service at 1-800-458-8006, Chevrolet customer service at 1-800-222-1020, or GMC customer service at 1-800-462-8782.  GMC's number for this recall is N222389310.",No,No,27.14
727,2023-03,23V171000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V171000', 'description': 'Go to Recall'}","Navistar, Inc.",Stuck Park Valve Module May Cause Rollaway,PARKING BRAKE,23508,Vehicle,24,"Navistar, Inc. (Navistar) is recalling certain 2023 International HV, HX, LT, RH, and Lonestar vehicles.  The Intellipark Tractor Park Valve Module (PVM) may intermittently become stuck in the un-parked position and fail to move into the park position when the park switch is activated.","A PVM that fails to move into park can cause a vehicle rollaway, increasing the risk of a crash.","Bendix will replace the Intellipark PVM.  Owner notification letters were mailed November 3, 2023.  Owners may contact Navistar's customer service at 1-800-448-7825.  Navistar's number for this recall is 23508.",No,No,0
728,2023-03,23V174000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V174000', 'description': 'Go to Recall'}",Honda (American Honda Motor Co.),Side-View Mirrors May Detach/FMVSS 111,VISIBILITY,FE5,Vehicle,339404,"Honda (American Honda Motor Co) is recalling certain 2020-2021 Pilot and Ridgeline, and 2020-2022 Passport and Odyssey vehicles.  The heating pads behind both side-view mirrors may not be bonded properly, allowing the mirror glass to detach.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 111, ""Rear Visibility.""","Detached mirror glass can reduce driver visibility, increasing the risk of a crash.","Dealers will replace both left and right side-view mirrors, free of charge.  Interim notification letters, notifying owners of the safety risk, were mailed May 11, 2023.  A second notice will be sent once the final remedy is available.  Owners may contact Honda customer service at 1-888-234-2138.  Honda's number for this recall is FE5.",No,No,0
729,2023-03,23E021000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23E021000', 'description': 'Go to Recall'}",Ducati North America,Right Side Bag May Contact Exhaust,EQUIPMENT,SRV-RCL-23-001,Equipment,65,"Ducati North America (Ducati) is recalling certain Ducati Performance Desert X Soft Side Bags Kits with part number 96781971AA, designed to fit 2023 DesertX motorcycles.  The right-side bag may contact the exhaust during motorcycle use.","A bag that contacts the motorcycle exhaust can burn and may catch fire, increasing the risk of a crash or injury.","As an interim action, dealers will provide owners updated assembly instructions.  Once parts are available, dealers will install a new right-side bag frame.  Repairs will be performed free of charge.  Owner notification letters were mailed April 12, 2023.  Owners may contact Ducati customer service at 1-888-391-5446.  Ducati's number for this recall is SRV-RCL-23-001.",No,No,7.69
730,2023-03,23V173000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V173000', 'description': 'Go to Recall'}",Volvo Trucks North America,Hub Cover May Detach from Vehicle,WHEELS,RVXX2302,Vehicle,1007,"Volvo Trucks North America (Volvo Trucks) is recalling certain 2024 VNR, VNL, and VHD vehicles.  The hub covers do not properly fit on the hub and can detach from the vehicle.","A detached hub cover can create a road hazard, increasing the risk of a crash.","Dealers will remove the hub covers, free of charge.  Owner notification letters were mailed March 31, 2023.  Owners may contact Volvo Trucks' customer service at 1-800-528-6586.  Volvo Trucks' number for this recall is RVXX2302.",No,No,40.71
731,2023-03,23V170000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V170000', 'description': 'Go to Recall'}","Navistar, Inc.",Grille Surround May Detach From Vehicle,STRUCTURE,23507,Vehicle,5769,"Navistar, Inc. (Navistar) is recalling certain 2020-2024 International HX vehicles.  The grille surround may corrode and detach from the truck.","A detached grille surround can fall to the roadway and become a road hazard, increasing the risk of a crash.","Dealers will replace the grille surround, free of charge.  Owner notification letters were mailed November 21, 2023.  Owners may contact Navistar's customer service at 1-800-448-7825.  Navistar's number for this recall is 23507.",No,No,0
732,2023-03,23V168000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V168000', 'description': 'Go to Recall'}",Ford Motor Company,High-Voltage Battery Pack May Short-Circuit,ELECTRICAL SYSTEM,23S15,Vehicle,18,Ford Motor Company (Ford) is recalling certain 2023 F-150 Lightning pickup trucks.  The high-voltage battery pack may experience an electrical short-circuit when the battery is fully charged or near fully charged.,A battery short-circuit increases the risk of a fire.,"Dealers will replace the high-voltage battery pack, free of charge.  Owner notification letters were mailed March 31, 2023.  Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 23S15.",No,No,100
733,2023-03,23V167000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V167000', 'description': 'Go to Recall'}","Alliance RV, LLC",Incorrect Wheel/Tire Assemblies May Be Overloaded,TIRES,NR (Not Reported),Vehicle,57,"Alliance RV, LLC (Alliance RV) is recalling certain 2023 Valor 21T15 travel trailers.  The incorrect size wheel and tire assemblies were installed and may become overloaded.","Overloaded tires can fail, increasing the risk of a crash.","Dealers will replace the wheel and tire assemblies, free of charge.  Owner notification letters were mailed May 1, 2023.  Owners may contact Alliance RV customer service at 1-574-218-7165.",No,No,49.12
734,2023-03,23V166000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V166000', 'description': 'Go to Recall'}",REV Recreation Group,Entry Door Latch Failure,LATCHES/LOCKS/LINKAGES,230224REV,Vehicle,479,"REV Recreation Group (REV) is recalling certain 2023 Fleetwood Bounder, Flair, Flex, Fortis, Southwind, Discovery, Discovery LXE, Frontier, Frontier GTX, Pace Arrow, Holiday Rambler Admiral, Eclipse, Invicta, Vacationer, Armada, Endeavor, Navigator, Nautica, and American Coach American Tradition motorhomes.  The entry door latch may fail and not allow entry or exit.",The inability to enter or exit the vehicle in an emergency increases the risk of injury.,"Dealers will inspect and if necessary, replace the door latch, free of charge.  Owner notification letters were mailed May 12, 2023. Owners may contact Rev Customer Service at 1-800-509-3417.  Rev's number for this recall is 230224REV.",No,No,15.45
735,2023-03,23C003000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23C003000', 'description': 'Go to Recall'}",Dorel Juvenile Group,Insufficient Child Seat Inner Carrier/FMVSS 213,CHILD SEAT,NR (Not Reported),Child Seat,14510,"Dorel Juvenile Group (Dorel) is recalling certain Maxi-Cosi Coral XP Rear-facing Infant Seats with model number IC313.  The child seat inner carrier is not sufficient to restrain a child without the use of the outer carrier.  As such, these child seats fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 213, ""Child Restraint Systems.""","In the event of a crash, an insufficiently restrained child has an increased risk of injury.","Owners are advised to only use the inner carrier of the Coral XP when it is attached to the outer carrier and installed with or without the base using the vehicle belt restraint system, consistent with the existing instruction booklet and labels.  Dorel will offer a refund or replace the child seat, free of charge.  Owner notification letters were mailed April 6, 2023.  Owners may contact Dorel's customer service at 1-877-657-9546 or CoralXPRecall@djgusa.com.",No,No,20.03
736,2023-03,23V161000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V161000', 'description': 'Go to Recall'}","Kibbi, LLC",Entry Door Latch Failure,LATCHES/LOCKS/LINKAGES,NR (Not Reported),Vehicle,63,"Kibbi, LLC (Kibbi) is recalling certain 2022-2023 Renegade RV Classic, Explorer, and XL Motorhomes.  The entry door latch may fail and not allow entry or exit.",The inability to enter or exit the vehicle in an emergency increases the risk of injury.,"Dealers will inspect and replace the door latch, as necessary, free of charge.  Owner notification letters were mailed March 28, 2023.  Owners may contact Kibbi customer service at 1-574-966-0196.",No,No,3.17
