,report_received_date,nhtsa_id,recall_link,manufacturer,subject,component,mfr_campaign_number,recall_type,potentially_affected,defect_summary,consequence_summary,corrective_action,fire_risk_when_parked,do_not_drive,completion_rate
453,2023-06,23V424000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V424000', 'description': 'Go to Recall'}",Blue Bird Body Company,Air Pressure Gauge Malfunction/FMVSS 121,ELECTRICAL SYSTEM,R23CH (NSB),Vehicle,109,"Blue Bird Body Company (Blue Bird) is recalling certain 2022-2024 All American transit buses.  A software error in the instrument cluster may cause the air pressure gauges and the visual and audio low air warnings to not function.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 121, ""Air Brake Systems.""","Air gauges and warnings that do not alert the driver to air pressure loss, can result in driving without functioning brakes, increasing the risk of a crash.","Dealers will update the instrument cluster software, free of charge.  Owner notification letters were mailed July 27, 2023.  Owners may contact Blue Bird's customer service at 1-478-822-2242.  Blue Bird's number for this recall is R23CH (NSB).",No,No,9.17
454,2023-06,23V423000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V423000', 'description': 'Go to Recall'}",PACCAR Incorporated,Alternator Positive Cable May Chafe and Cause Fire,ELECTRICAL SYSTEM,23PBD,Vehicle,4967,"PACCAR, Incorporated (PACCAR) is recalling certain 2021-2023 Peterbilt 579 vehicles equipped with MX-13 engines and 160-amp alternators.  A fastener on the front spring bracket may have been installed with the head on the outside of the frame rail, which can chafe and damage the alternator positive cable.",A damaged alternator cable increases the risk of a fire.,"Dealers will replace the frame fastener and secure the alternator cable, free of charge.  Owner notification letters are expected to be mailed August 11, 2023.  Owners may contact Peterbilt's customer service at 1-940-591-4220.  PACCAR's number for this recall is 23PBD.",No,No,26.86
455,2023-06,23V422000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V422000', 'description': 'Go to Recall'}","Tesla, Inc.",Door Closure Warning Can Be Dismissed/FMVSS 206,STRUCTURE,NR (Not Reported),Vehicle,36,"Tesla, Inc. (Tesla) is recalling certain 2023 Semi vehicles.  The door open warning indicator only displays when the vehicle's parking brake is not engaged and the side door is not fully latched.  In addition, the door closure warning system allows the operator to dismiss the notification that the side door is unlatched, which could result in driving with an unsecured door.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 206, ""Door Locks and Door Retention Components.""","An operator may be unaware of an unsecured door and begin driving, increasing the risk of injury to occupants.","Tesla has released an over-the-air (OTA) software update, free of charge.  All affected vehicles were repaired by June 2023.  Owners may contact Tesla customer service at 1-877-798-3752.",No,No,100
456,2023-06,23V421000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V421000', 'description': 'Go to Recall'}","Nissan North America, Inc.",Improperly Sealed Driver Side Cowl Area,STRUCTURE,PMA21,Vehicle,230,"Nissan North America, Inc. (Nissan) is recalling certain 2022 Sentra vehicles.  The driver's side cowl area may have a missing or improper seal, which can allow water to leak inside the vehicle and corrode electrical components.","Corrosion of the electrical components could result in failure of various electrical systems, such as loss of wiper motor function or exterior lighting, inoperative air bags, or the ability to shift into gear without applying the brake pedal.  Any of these scenarios can increase the risk of a crash.  In addition, an electrical short-circuit may occur, increasing the risk of a fire.","Dealers will inspect and, if necessary, reseal the driver's side cowl.  If moisture or corrosion is found, the main harness and engine room harness will be replaced.  Repairs will be performed free of charge.  Owner notification letters are expected to be mailed July 26, 2023.  Owners may contact Nissan's customer service at 1-800-867-7669.",No,No,16.09
457,2023-06,23E044000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23E044000', 'description': 'Go to Recall'}","East Penn Manufacturing Company, Inc.",Incomplete Electrical Connection in Battery,ELECTRICAL SYSTEM,NR (Not Reported),Equipment,2139,"East Penn Manufacturing Company, Inc. (East Penn) is recalling certain Deka batteries, model 648MF.  The electrical connection between the internal battery cell and external terminal may be incomplete, which can cause an electrical spark.",An electrical spark increases the risk of injury.,"East Penn will reimburse owners, free of charge.  Owner notification letters were mailed September 22, 2023.  Owners may contact East Penn customer service at 1-888-844-7704.",No,No,0
458,2023-06,23V420000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V420000', 'description': 'Go to Recall'}",Ford Motor Company,Head Restraint Instructions Missing/FMVSS 202,EQUIPMENT,23C20,Vehicle,691133,"Ford Motor Company (Ford) is recalling certain 2018-2023 Expedition and Lincoln Navigator vehicles equipped with third-row seating; and 2019-2023 F-Super Duty F-250, F-350, F-450, and F-550 SuperCab vehicles.  The owner's manual does not include instructions for adjusting or removing certain head restraints.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 202, ""Head Restraints.""","Without instructions, the head restraints may be improperly adjusted, increasing the risk of injury in the event of a crash.","Ford will mail the Owner's Manual addendums that describe how to adjust and remove the head restraints for the center seating positions, free of charge.  Owner notification letters were mailed July 21, 2023.  Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 23C20.",No,No,99.97
459,2023-06,23E045000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23E045000', 'description': 'Go to Recall'}",SAF-Holland,Tire Pressure Regulation System Failure,TIRES,NR (Not Reported),Equipment,4906,SAF-Holland is recalling certain CBXA40 and ULX40 Suspension Systems equipped with the Tire Pilot Plus (TPP) management systems.  All 8 tires may experience a loss of tire pressure while driving faster than 45 mph.,"Tire pressure loss while driving can cause a loss of stability and control or tire tread separation, increasing the risk of a crash.","As an interim action, SAF-Holland will instruct owners to disable the Tire Pilot Plus system.  The final remedy is currently under development.  Interim owner letters were mailed July 10, 2023.  Once a remedy has been established a second letter will be mailed.   Owners may contact SAF-Holland customer service at 1-231-777-4302 or 1-231-777-4369.",No,No,0
460,2023-06,23V418000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V418000', 'description': 'Go to Recall'}",Ford Motor Company,Rear Lightbar May be Inoperative,EXTERIOR LIGHTING,23S30,Vehicle,16375,"Ford Motor Company (Ford) is recalling certain 2022-2023 F-150 BEV vehicles.  The rear lightbar may have microcracks in the outer lens that allows moisture to accumulate, which can result in inoperative or flickering reverse lights.","Inoperative or flickering reverse lights may not alert other driver's that the vehicle is reversing, increasing the risk of injury or crash.","Dealers will replace the rear lightbar, free of charge.  Owner notification letters were mailed October 9, 2023.  Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 23S30.",No,No,0
461,2023-06,23V411000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V411000', 'description': 'Go to Recall'}","Chrysler (FCA US, LLC)",Crankshaft Position Sensor Failure,ENGINE AND ENGINE COOLING,66A,Vehicle,80629,"Chrysler (FCA US, LLC) is recalling certain 2014-2019 Ram 1500 and 2014-2020 Jeep Grand Cherokee vehicles equipped with 3.0L Diesel engines.  The crankshaft position sensor tone wheel may delaminate, causing the engine to lose its ability to synchronize the fuel injector pulses and cam shaft timing, possibly resulting in an engine stall.",An engine stall can increase the risk of a crash.,"Dealers will update the powertrain control module software to maintain vehicle propulsion, free of charge.  Owner notification letters were mailed October 31, 2023.  Owners may contact FCA US, LLC customer service at 1-800-853-1403.  FCA US, LLC's number for this recall is 66A.  This recall is an expansion of recall 20V-475.",No,No,0
462,2023-06,23V412000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V412000', 'description': 'Go to Recall'}","Chrysler (FCA US, LLC)",Engine May Shut Down,ENGINE,65A,Vehicle,12458,"Chrysler (FCA US, LLC) is recalling certain 2022 Jeep Grand Cherokee vehicles equipped with 2.0L PHEV engines.  The engine may shut down due to a loss of communication between the transmission control module and the hybrid control processor.","An engine shut down can result in an unexpected loss of drive power, increasing the risk of a crash.","Dealers will update the vehicle control software, free of charge.  Owner notification letters were mailed June 27, 2023.  Owners may contact FCA US, LLC customer service at 1-800-853-1403.  FCA US, LLC's number for this recall is 65A.",No,No,71.93
463,2023-06,23V415000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V415000', 'description': 'Go to Recall'}",Hyundai Motor America,Loss of Power Brake Assist,"SERVICE BRAKES, HYDRAULIC",245,Vehicle,322,"Hyundai Motor America (Hyundai) is recalling certain 2023 Palisade vehicles.  The brake booster diaphragm may become misaligned and cause an internal vacuum leak, which can result in a loss of power brake assist.","A loss of power brake assist can extend the distance required to stop, increasing the risk of a crash.","Dealers will inspect and replace the brake booster as necessary, free of charge.  Owner notification letters were mailed July 14, 2023.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 245.",No,No,52.17
464,2023-06,23V413000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V413000', 'description': 'Go to Recall'}","Chrysler (FCA US, LLC)",Incorrectly Installed Rear Coil Springs,SUSPENSION,64A,Vehicle,331401,"Chrysler (FCA US, LLC) is recalling certain 2022-2023 Jeep Grand Cherokee and 2021-2023 Jeep Grand Cherokee L vehicles.  The rear coil springs may have been incorrectly installed and detach from the vehicle while driving.",Rear coil springs that detach from the vehicle while driving increases the risk of a crash.,"Dealers will inspect and if necessary, repair the rear coil spring assemblies, free of charge.  Owner notification letters were mailed June 29, 2023.  Owners may contact FCA US, LLC customer service at 1-800-853-1403.  FCA US, LLC's number for this recall is 64A.",No,No,54.43
465,2023-06,23V416000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V416000', 'description': 'Go to Recall'}","Autocar, LLC",Improperly Welded Steering Column Shaft,STEERING,DC-2304,Vehicle,39,"Autocar, LLC. (Autocar) is recalling certain 2022-2023 DC (Legend) vehicles.  The steering column shaft may not have been properly welded.","An improperly welded steering column shaft can separate and cause a sudden loss of steering control, increasing the risk of a crash.","Dealers will inspect and replace the steering column shaft, as necessary, free of charge.  All vehicles were repaired by July 25, 2023.  Owners may contact Autocar customer service at 1-888-218-3611.  Autocar's number for this recall is DC-2304.",No,No,100
466,2023-06,23V417000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V417000', 'description': 'Go to Recall'}","Altec Industries, Inc.",U-Bolt Hardware Not Tightened Properly,SUSPENSION,CSN 3086,Vehicle,153,"Altec Industries, Inc. (Altec) is recalling certain 2022-2023 TG-124S trailers.  The axle U-bolts that secure the leaf springs may not be tightened properly, which can cause the U-bolts to loosen and detach from the axle and suspension.","U-bolt detachment can result in a loss of vehicle handling and control, increasing the risk of a crash.","Altec will inspect and tighten the U-bolt nuts, free of charge.  Owner notification letters are expected to be mailed August 4, 2023.  Owners may contact Altec's customer service at 1-877-462-5832.  Altec's number for this recall is CSN 3086.",No,No,37.91
467,2023-06,23V414000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V414000', 'description': 'Go to Recall'}","BMW of North America, LLC",Improperly Welded Front Seat,SEATS,NR (Not Reported),Vehicle,318,"BMW of North America, LLC (BMW) is recalling certain 2023 740i, 760i xDrive, and i7 xDrive60 vehicles.  The front seat length adjustment system may not have been welded properly.","An improperly welded front seat may not properly restrain an occupant, increasing the risk of injury in a crash.","Dealers will inspect the front seats and if necessary, replace the seat front structure including the seat length adjustment system, free of charge.  Owner notification letters were mailed August 3, 2023.  Owners may contact BMW customer service at 1-800-525-7417.",No,No,52.2
468,2023-06,23V410000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V410000', 'description': 'Go to Recall'}","Kia America, Inc.",Loss of Power Brake Assist,"SERVICE BRAKES, HYDRAULIC",SC272,Vehicle,98944,"Kia America, Inc. (Kia) is recalling certain 2023 Sportage vehicles.  The brake booster diaphragm may become misaligned and cause an internal vacuum leak, which can result in a loss of power brake assist.","A loss of power brake assist can extend the distance required to stop, increasing the risk of a crash.","Dealers will inspect and replace the brake booster as necessary, free of charge.  Owner notification letters were mailed July 21, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC272.",No,No,53.27
469,2023-06,23E043000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23E043000', 'description': 'Go to Recall'}","Nissan North America, Inc.",Driver's Powered Seat May Not Be Secure,SEATS,"PC966/7, PC980/1",Equipment,82,"Nissan North America, Inc. (Nissan) is recalling certain driver-side powered seat cushion frames, with part numbers 873516RD0A, 873516RF0A, 873516TA0A, and 873516TA1A, sold as replacement parts for certain 2021-2023 Rogue, 2022-2023 Pathfinder, and 2022-2023 INFINITI QX60 vehicles.  The driver's powered seat may not be fully secured to the seat frame which might cause the seat frame welds to detach from the rear inboard seat bracket.","An unsecured seat with broken welds may not properly restrain an occupant, increasing the risk of injury during a crash.","Dealers will inspect the driver's seat rail clearance, and if necessary, replace the driver's seat cushion frame, free of charge.  Owner notification letters are expected to be mailed July 27, 2023.  Owners may contact Nissan's customer service at 1-800-867-7669.  Owners may contact INFINITI's customer service at 1-800-867-7669.  Nissan's number for this recall is PC966/7, PC980/1.",No,No,28.05
470,2023-06,23V409000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V409000', 'description': 'Go to Recall'}","BMW of North America, LLC",Unintentional Activation of Cruise Control,VEHICLE SPEED CONTROL,NR (Not Reported),Vehicle,11180,"BMW of North America, LLC (BMW) is recalling certain 2022-2024 iX xDrive50 and iX M60 vehicles.  The driver may unintentionally reactivate the cruise control system while turning the steering wheel at low speeds, resulting in a sudden increase of vehicle speed.",A sudden increase in vehicle speed can increase the risk of a crash.,"Dealers will update the vehicle software, free of charge.  Owner notification letters were mailed August 2, 2023.  Owners may contact BMW customer service at 1-800-525-7417.",No,No,88.87
471,2023-06,23V407000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V407000', 'description': 'Go to Recall'}",Pierce Manufacturing,Stabilizer Beams May Develop Cracks,STRUCTURE,74B327,Vehicle,5,Pierce Manufacturing (Pierce) is recalling certain 2016-2022 Ascendant 107' Aerials and 110' Platforms mounted on single rear axle Enforcer chassis.  The galvanized stabilizer beams may develop cracks.,"Cracks can cause instability when an aerial ladder or platform is elevated, increasing the risk of injury.","Dealers will inspect and replace the galvanized stabilizer beams as necessary, free of charge.  Owner notification letters were mailed June 14, 2023.  Owners may contact Pierce customer service at 1-888-974-3723.",No,No,100
472,2023-06,23V408000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V408000', 'description': 'Go to Recall'}",Imagine Fiberglass Products Inc.,Cooktop Gas Valves May Fracture Causing Gas Leak,EQUIPMENT,2023-01,Vehicle,24,"Imagine Fiberglass Products Inc. (IFP) is recalling certain 2021-2023 L'Air Trillium Heritage 1300/4500, and Lion 1300/4500 travel trailers, equipped with certain SDS2 2-Burner Drop-in Cooktops with part number 3032AST.  The internal aluminum burner tubes that connect to the gas valves may fracture and cause a gas leak.",A gas leak in the presence of an ignition source can increase the risk of a fire.,"Dealers will install a regulator support bracket, free of charge.  Owner notification letters were mailed in June 15, 2023.  Owners may contact IFP customer service at 1-519-804-8751.  IFP's number for this recall is 2023-01.",No,No,45.83
473,2023-06,23V404000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V404000', 'description': 'Go to Recall'}","Jayco, Inc.",Solar Panels May Detach,EQUIPMENT,9903586,Vehicle,103,"Jayco, Inc. (Jayco) is recalling certain 2023 Jayco Swift, Swift LI, Entegra Ethos, and Ethos LI recreational vehicles.  The solar panel may detach from the Pop-Up roof and become a road hazard.",A detached solar panel increases the risk of a crash.,"Dealers will install new brackets, free of charge.  Owner notification letters were mailed July 27, 2023.  Owners may contact Jayco customer service at 1-800-283-8267.  Jayco's number for this recall is 9903586.",No,No,18.45
474,2023-06,23V405000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V405000', 'description': 'Go to Recall'}","Mercedes-Benz USA, LLC",Software Error May Cause Loss of Drive Power,ELECTRICAL SYSTEM,2023060009,Vehicle,8281,"Mercedes-Benz USA, LLC (MBUSA) is recalling certain 2022-2023 EQS 450, AMG EQS, EQS 580, and 2023 AMG EQE vehicles.  A software error in the electric drivetrain may cause a loss of drive power.",A loss of drive power can increase the risk of a crash.,"Dealers will update the electric drivetrain software, free of charge.  Owner notifications were mailed beginning July 19, 2023.  Owners may contact MBUSA customer service at 1-800-367-6372.  MBUSA's number for this recall is 2023060009.",No,No,57.88
475,2023-06,23V406000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V406000', 'description': 'Go to Recall'}","Tiffin Motorhomes, Inc.",A/C Compressor Failure Causes Loss of Drive Power,ELECTRICAL SYSTEM,TIF-131,Vehicle,450,"Tiffin Motorhomes, Inc. (Tiffin) is recalling certain 2022-2023 Phaeton, Allegro Bus, and Zephyr motorhomes built on PowerGlide chassis.  A fuse will trip during an a/c compressor failure, causing a loss of power to the chassis.","Loss of power to the chassis can cause an engine stall, increasing the risk of a crash.","Dealers will inspect the chassis controller, and install a harness and inline fuse as necessary, free of charge.  Owner notification letters were mailed June 20, 2023.  Owners may contact Tiffin customer service at 1-256-356-8661.  Tiffin's number for this recall is TIF-131.",No,No,48
476,2023-06,23V401000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V401000', 'description': 'Go to Recall'}",Volvo Trucks North America,Power Cables May Not Be Tightened Properly,ELECTRICAL SYSTEM,RVXX2306,Vehicle,243,Volvo Trucks North America (Volvo Trucks) is recalling certain 2019-2023 VNR Electric vehicles.  The power cables that connect to the windscreen heater relay may have a loose connection and cause the relay to fail.,"A relay that fails in the closed position will continue to power the cabin heater, overheating the relay and increasing the risk of a fire.","Dealers will tighten the power cable to relay connections, free of charge.  Owner notification letters are expected to be mailed August 4, 2023.  Owners may contact Volvo Trucks' customer service at 1-800-528-6586.  Volvo Trucks' number for this recall is RVXX2306.",No,No,47.33
477,2023-06,23V402000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V402000', 'description': 'Go to Recall'}","Mack Trucks, Inc.",Power Cables May Not Be Tightened Properly,ELECTRICAL SYSTEM,SC0444,Vehicle,47,"Mack Trucks, Inc. (Mack) is recalling certain 2019-2023 LR battery electric trucks.  The power cables that connect to the windscreen heater relay may have a loose connection and cause the relay to fail.","A relay that fails in the closed position will continue to power the cabin heater, overheating the relay and increasing the risk of a fire.","Dealers will tighten the power cable to relay connection, free of charge.  Owner notification letters are expected to be mailed August 4, 2023.  Owners may contact Mack's customer service at 1-800-866-1177.  Mack's number for this recall is SCC0444.",No,No,8.51
478,2023-06,23V403000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V403000', 'description': 'Go to Recall'}",Volvo Trucks North America,Side Air Bag Will Not Deploy,AIR BAGS,RVXX2305,Vehicle,29,Volvo Trucks North America (Volvo Truck) is recalling certain 2022-2024 VNL and VHD vehicles equipped with RollTek driver seats.  A missing circuit will prevent the side air bag from deploying during a crash.,"An air bag that does not deploy, increases the risk of an injury.","Dealers will connect a jumper harness between the seat and main cab harness, free of charge.  Owner notification letters are expected to be mailed August 4, 2023.  Owners may contact Volvo Trucks' customer service at 1-800-528-6586.  Volvo Trucks' number for this recall is RVXX2305.",No,No,3.45
479,2023-06,23V398000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V398000', 'description': 'Go to Recall'}","Navistar, Inc.",Brake Pressure Switch May Short and Cause Fire,"SERVICE BRAKES, HYDRAULIC",23518,Vehicle,15398,"Navistar, Inc. (Navistar) is recalling certain 2016 and 2018-2024 IC Bus CE school buses.  The brake pressure switch assembly may leak brake fluid into the brake pressure switch's electrical components and cause an electrical short-circuit.",An electrical short in the brake pressure switch can overheat the circuit and increase the risk of a fire while driving or parked.,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will replace the brake pressure switch assembly and if necessary, the wire harness or fuse, free of charge.  Owner notification letters were mailed September 29, 2023.  Owners may contact Navistar's customer service at 1-800-448-7825.  Navistar's number for this recall is 23518.",Yes,No,0.58
480,2023-06,23V396000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V396000', 'description': 'Go to Recall'}","Terex South Dakota, Inc.",Aerial Device Subframe Improperly Welded,EQUIPMENT,SN719,Vehicle,8,"Terex South Dakota, Inc. (Terex) is recalling certain 2021 TL48 trucks.  The subframe which the aerial device bolts to may not be  welded properly, which could result in weld failure, allowing the aerial device to fall.",An aerial device that falls increases the risk of injury.,"Dealers will inspect the subframe for cracks and remove and reweld the joint, as necessary, free of charge.  Owner notification letters were mailed June 29, 2023.  Owners may contact Terex customer service at 1-605-882-4000.  Terex's number for this recall is SN719.",No,No,25
481,2023-06,23V400000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V400000', 'description': 'Go to Recall'}","Autocar, LLC",Park Brake Warning Light May Illuminate in Error,ELECTRICAL SYSTEM,"ACX-2307, DC-2303",Vehicle,11308,"Autocar, LLC (Autocar) is recalling certain 2016-2023 ACX (Xpeditor) and 2020-2023 DC (Legend) vehicles.  The park brake warning light may incorrectly illuminate during an air loss event.  As such, these trucks fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 101, ""Control and Displays.""",A park brake warning light that illuminates incorrectly increases the risk of a crash.,"Dealers will replace the pressure switch, free of charge.  Owner notification letters were mailed July 31, 2023.  Owners may contact Autocar customer service at 1-888-218-3611.  Autocar's numbers for this recall is ACX-2307 and DC-2303.",No,No,12.81
482,2023-06,23V399000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V399000', 'description': 'Go to Recall'}",Triple E Recreational Vehicles,Exposed Wire May Spark and Cause Fire,ELECTRICAL SYSTEM,CA#10323-1,Vehicle,24,"Triple E Recreational Vehicles (Triple E) is recalling certain 2023 Unity U24MBL and Wonder W24MBL motorhomes.  The cable that connects the air conditioning to the junction box may have been cut during installation, exposing the wire to the metal junction box.",Exposed wire can cause a spark and increase the risk of a fire.,"Dealers will shorten the wiring at the point of the cut, free of charge.  Owner notification letters were mailed June 16, 2023.  Owners may contact Triple E customer service at 1-877-992-9906.  Triple E's number for this recall is CA#10323-1.",No,No,58.33
483,2023-06,23V397000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V397000', 'description': 'Go to Recall'}","Navistar, Inc.",Brake Pressure Switch May Short and Cause Fire,"SERVICE BRAKES, HYDRAULIC",23517,Vehicle,6786,"Navistar, Inc. (Navistar) is recalling certain 2016 International DuraStar, 2018-2020 and 2023-2024 International 1300FBC Stripped chassis, 2019-2022 IC Bus CE Commercial bus, 2019-2024 IC Bus TC Commercial bus, and 2019-2024 International MV vehicles.  The brake pressure switch assembly may leak brake fluid into the brake pressure switch's electrical components and cause an electrical short-circuit.",An electrical short in the brake pressure switch can overheat the circuit and increase the risk of a fire while driving or parked.,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will replace the brake pressure switch and if necessary, the wire harness or fuse, free of charge.  Owner notification letters were mailed September 29, 2023.  Owners may contact Navistar's customer service at 1-800-448-7825.  Navistar's number for this recall is 23517.",Yes,No,1.81
484,2023-06,23V390000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V390000', 'description': 'Go to Recall'}","Jayco, Inc.",Instrument Panel May Fail to Display Information,ELECTRICAL SYSTEM,Daimler 23V-204,Vehicle,62,"Jayco, Inc. (Jayco) is recalling certain 2020-2021 Melbourne and Melbourne Prestige motorhomes.  The instrument cluster may fail to display any information when the vehicle is started.","A blank instrument panel will not show critical information, such as vehicle speed, fuel gauge, warning messages, and warning lights, increasing the risk of a crash.","Dealers will update the instrument cluster software on the affected vehicles, free of charge.  Owner notification letters were mailed June 15, 2023.  Owners may contact Jayco customer service at 1-800-283-8267.  Jayco's number for this recall is Daimler 23V-204.",No,No,0
485,2023-06,23V394000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V394000', 'description': 'Go to Recall'}","Jaguar Land Rover North America, LLC",Exterior Vehicle Lighting Failure,EXTERIOR LIGHTING,N784,Vehicle,12922,"Jaguar Land Rover North America, LLC (Land Rover) is recalling certain 2022-2023 Land Rover Range Rover vehicles.  The rear taillight link may be damaged, which can cause exterior vehicle lights, including the rear light mounted in the body, taillights, brake lights, and turn signals to fail to illuminate.",Exterior lights that fail to illuminate can decrease visibility and increase the risk of a crash.,"Dealers will inspect and replace or repair the rear lights as necessary, free of charge.  Owner notification letters were mailed July 25, 2023.  Owners may contact Land Rover customer service at 1-800-637-6837.  Land Rover's number for this recall is N784.",No,No,29.43
486,2023-06,23V391000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V391000', 'description': 'Go to Recall'}","Jayco, Inc.",Improperly Tightened Bolt on Rear Axle,POWER TRAIN,Ford 22V-792,Vehicle,78,"Jayco, Inc. (Jayco) is recalling certain 2023 Jayco Greyhawk, Redhawk, and Entegra Coach Odyssey motorhomes.  The bolt that secures the rear axle rotor to the wheel-hub may be improperly tightened, possibly resulting in wheel separation.",Wheel separation from the vehicle increases the risk of a crash.,"Dealers will inspect the rear axle serial number, and if necessary, remove and inspect the rear axle rotor and hub assembly.  If any bolts are found to be loose, the rotor and hub assembly will be replaced, free of charge.  Owner notification letters were mailed June 23, 2023.  Owners may contact Jayco customer service at 1-800-283-8267.",No,No,0
487,2023-06,23V395000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V395000', 'description': 'Go to Recall'}","Altec Industries, Inc.",Collision Mitigation Software Malfunction,FORWARD COLLISION AVOIDANCE,CSN 3085,Vehicle,59,"Altec Industries, Inc. (Altec) is recalling certain 2020-2023 D4000B, D2000B, and AC18 trucks.  The collision mitigation system software may not be calibrated correctly, prohibiting the active braking system from activating.",An active braking system that fails to activate as intended increases the risk of a crash.,"Owners will be notified to take their vehicles to their respective OEM service center for a software update and road-test, free of charge.  Owner notification letters are expected to be mailed July 28, 2023.  Owners may contact Altec's customer service at 1-877-468-5832.  Altec's number for this recall is CSN 3085.",No,No,42.37
488,2023-06,23V393000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V393000', 'description': 'Go to Recall'}","Jaguar Land Rover North America, LLC",Rear Passenger Doors May Not Latch Properly,ELECTRICAL SYSTEM,N798,Vehicle,29861,"Jaguar Land Rover North America, LLC (Land Rover) is recalling certain 2017-2020 Land Rover Discovery vehicles.  The UniLatch Keyless Vehicle (KV) entry function may fail to properly latch the rear passenger doors, which can result in the doors opening while driving.  In addition, the instrument cluster open-door warning light may fail to alert the driver of this condition.",Rear passenger doors that open while driving can increase the risk of a crash.  An instrument cluster warning light that fails to alert the driver about unsecured doors can increase the risk of injury in the event of a crash.,"Dealers will disable the UniLatch Keyless Vehicle (KV) entry function, free of charge.  Owner notification letters were mailed July 26, 2023.  Owners may contact Land Rover customer service at 1-800-637-6837.  Land Rover's number for this recall is N798.",No,No,10.49
489,2023-06,23V392000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V392000', 'description': 'Go to Recall'}","Subaru of America, Inc.",Ball Joint May Separate from Lower Control Arm,SUSPENSION,WRJ-23,Vehicle,5,"Subaru of America, Inc. (Subaru) is recalling certain 2023 Ascent vehicles.  The left or right front lower control arm may have an improperly tightened ball joint castle nut which can result in retention pin failure and separation of the ball joint from the lower control arm.","Ball joint separation while the vehicle is in motion can cause a loss of vehicle control, increasing the risk of a crash.","Dealers will inspect and, if necessary, replace the lower control arm, free of charge.  Owner notification letters are expected to be mailed June 30, 2023.  Owners may contact Subaru's customer service at 1-844-373-6614.  Subaru's number for this recall is WRJ-23.",No,No,100
